State - Time (s),State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft)
830.629,3,-602.979,-62.780,1052.139,6.248,-1.850,-9.116,7.697,8.038,4.861,39.0769264,-75.8759072,1035.511,-609.537,-55.235,1054.911,12,-12.642,-13.066,2.923,-2.418,2.342,-3.714,-2891.000,2866.000,5684.000,0.068,0.429,-0.888,0.151,887.705,20.450,1101.328,1060.651,889.090,20.850,1088.510,1053.821
830.729,3,-603.434,-58.265,1051.824,10.025,2.556,-0.549,10.677,2.382,8.598,39.0769155,-75.8758859,1032.895,-610.747,-53.392,1052.295,15,-9.654,-17.268,8.196,-0.422,0.722,-4.304,-2013.000,3174.000,5357.000,0.005,0.457,-0.888,-0.053,888.371,20.454,1095.167,1054.490,889.360,20.830,1086.014,1051.325
830.829,3,-602.491,-53.355,1053.037,14.821,4.973,3.370,12.319,1.666,4.692,39.0769048,-75.8758646,1030.291,-611.935,-51.549,1049.691,16,-4.698,-16.686,8.023,1.464,0.761,-4.826,-1779.000,2647.000,5296.000,-0.073,0.379,-0.880,-0.276,888.524,20.454,1093.747,1053.070,889.450,20.840,1085.181,1050.492
830.929,3,-601.199,-49.848,1052.078,15.406,2.429,-0.320,7.919,-2.778,-2.410,39.0768944,-75.8758442,1027.777,-613.089,-49.784,1047.177,15,-5.380,-8.655,4.619,1.521,1.370,-5.011,-2117.000,2162.000,5568.000,0.045,0.297,-0.839,-0.454,888.813,20.451,1091.073,1050.396,889.660,20.840,1083.240,1048.551
831.029,3,-600.364,-48.711,1048.396,16.667,-1.513,-2.757,8.740,-4.149,-1.200,39.0768841,-75.8758250,1025.412,-614.233,-48.122,1044.812,16,-2.543,-10.918,6.486,1.242,1.575,-5.075,-2589.000,2114.000,5756.000,0.007,0.212,-0.713,-0.668,889.182,20.452,1087.656,1046.979,890.370,20.840,1076.678,1041.989
831.129,3,-608.472,-47.485,1044.730,13.140,-1.390,-4.396,2.031,-3.188,-2.078,39.0768738,-75.8758064,1023.088,-615.376,-46.513,1042.488,15,-1.666,-5.423,6.472,1.023,1.453,-4.924,-2936.000,2408.000,5752.000,0.114,0.122,-0.552,-0.817,889.602,20.461,1083.779,1043.102,890.500,20.840,1075.477,1040.788
831.229,3,-610.238,-46.568,1041.694,11.146,-1.212,-5.339,-1.701,-1.097,-0.953,39.0768640,-75.8757878,1020.750,-616.464,-44.903,1040.150,16,-3.074,-1.853,8.346,0.094,1.272,-5.020,-3063.000,2853.000,5771.000,0.136,-0.015,-0.344,-0.929,889.982,20.456,1080.261,1039.584,891.170,20.840,1069.289,1034.600
831.329,3,-610.960,-45.520,1038.080,7.591,-0.537,-6.027,-6.288,0.467,0.197,39.0768545,-75.8757683,1018.350,-617.519,-43.216,1037.750,15,-6.098,-1.257,10.056,-0.435,0.209,-4.685,-2734.000,3044.000,5641.000,0.159,0.014,-0.122,-0.980,890.397,20.455,1076.426,1035.749,891.360,20.850,1067.535,1032.846
831.429,3,-612.015,-44.063,1035.538,4.774,0.560,-6.098,-2.273,0.875,-0.244,39.0768444,-75.8757481,1015.975,-618.640,-41.468,1035.375,15,-2.442,-1.717,9.410,-0.049,-1.163,-4.773,-2383.000,2537.000,5568.000,0.114,-0.013,0.087,-0.990,890.412,20.458,1076.294,1035.617,891.290,20.840,1068.182,1033.493
831.529,3,-613.800,-42.039,1033.486,2.474,1.576,-5.284,-0.115,0.252,0.245,39.0768340,-75.8757274,1013.495,-619.795,-39.677,1032.895,15,1.516,-0.704,9.920,0.882,-1.325,-4.500,-2490.000,1468.000,5618.000,0.066,0.071,0.295,-0.951,890.522,20.451,1075.276,1034.599,891.890,20.850,1062.644,1027.955
831.629,3,-615.578,-39.590,1028.253,4.475,2.193,-5.984,7.269,-0.323,0.906,39.0768234,-75.8757065,1010.905,-620.972,-37.869,1030.305,16,5.911,7.585,8.677,1.545,-0.390,-4.583,-3206.000,793.000,5550.000,-0.017,0.124,0.492,-0.862,891.386,20.454,1067.294,1026.617,892.570,20.840,1056.372,1021.683
831.729,3,-616.248,-36.267,1024.132,7.878,6.551,-4.764,9.120,5.862,1.873,39.0768126,-75.8756862,1008.366,-622.171,-36.112,1027.766,16,-3.785,12.778,8.742,0.820,-0.202,-4.517,-4028.000,909.000,5546.000,-0.074,0.145,0.664,-0.730,891.674,20.450,1064.640,1023.963,892.140,20.840,1060.338,1025.649
831.829,3,-615.961,-32.518,1025.666,10.656,6.823,-0.346,8.516,1.580,2.420,39.0768013,-75.8756656,1005.791,-623.425,-34.330,1025.191,15,-3.915,11.320,9.007,0.168,-0.701,-4.323,-4470.000,1408.000,5549.000,-0.086,0.157,0.804,-0.567,891.191,20.460,1069.092,1028.415,892.150,20.840,1060.245,1025.556
831.929,3,-615.731,-29.717,1025.388,10.289,5.763,0.301,5.036,0.600,0.865,39.0767908,-75.8756451,1003.155,-624.591,-32.556,1022.555,16,-4.037,6.917,8.691,0.124,-0.967,-4.027,-4674.000,1945.000,5463.000,-0.080,0.168,0.902,-0.389,891.539,20.452,1065.883,1025.206,892.440,20.850,1057.571,1022.882
832.029,3,-617.124,-28.164,1024.638,5.858,3.059,-0.392,0.347,-1.195,-0.282,39.0767807,-75.8756249,1000.648,-625.712,-30.808,1020.048,15,-0.402,5.646,7.765,0.160,-0.790,-3.888,-4737.000,2415.000,5336.000,-0.084,0.235,0.947,-0.204,891.652,20.454,1064.840,1024.163,892.510,20.850,1056.925,1022.236
832.129,3,-622.648,-28.547,1023.048,3.777,2.779,-0.882,1.862,0.048,1.204,39.0767702,-75.8756048,998.290,-626.878,-29.069,1017.690,16,-4.813,4.611,8.964,0.000,-0.290,-3.656,-4576.000,3002.000,5422.000,-0.147,0.219,0.965,-0.018,891.856,20.450,1062.959,1022.282,892.720,20.840,1054.989,1020.300
832.229,3,-624.465,-27.754,1020.879,3.384,1.489,-1.582,2.347,-6.100,0.051,39.0767594,-75.8755848,995.915,-628.077,-27.339,1015.315,16,-7.082,7.204,6.156,-0.846,-0.307,-3.452,-4191.000,3515.000,5496.000,-0.166,0.151,0.964,0.143,892.233,20.453,1059.483,1018.806,893.430,20.850,1048.446,1013.757
832.329,3,-625.562,-26.656,1018.332,3.317,1.406,-2.887,2.410,-0.993,-1.589,39.0767479,-75.8755645,993.545,-629.353,-25.582,1012.945,17,-6.228,-0.474,5.947,-1.287,-1.065,-2.785,-4191.000,3515.000,5603.000,-0.241,0.068,0.930,0.269,892.547,20.455,1056.587,1015.910,893.670,20.840,1046.235,1011.546
832.429,3,-626.365,-24.944,1015.173,4.178,3.638,-3.823,4.797,4.474,0.142,39.0767360,-75.8755441,991.211,-630.675,-23.817,1010.611,17,-3.548,-8.196,7.894,-0.788,-1.197,-2.437,-3512.000,3560.000,5603.000,-0.202,-0.014,0.905,0.374,892.874,20.449,1053.569,1012.892,893.810,20.840,1044.945,1010.256
832.529,3,-627.386,-21.731,1012.626,2.517,9.156,-4.785,0.053,10.627,-1.455,39.0767249,-75.8755232,988.765,-631.907,-22.009,1008.165,17,6.845,-8.275,8.210,-0.322,-0.891,-2.101,-2931.000,3123.000,5719.000,-0.165,-0.066,0.869,0.462,892.937,20.454,1052.989,1012.312,893.860,20.850,1044.485,1009.796
832.629,3,-629.393,-16.899,1009.470,-0.197,13.820,-6.239,-1.492,9.885,-2.683,39.0767140,-75.8755018,986.300,-633.117,-20.157,1005.700,17,8.066,-5.294,7.592,-0.219,0.196,-1.553,-2629.000,2580.000,5710.000,-0.173,-0.084,0.828,0.526,893.213,20.455,1050.448,1009.771,894.040,20.850,1042.827,1008.138
832.729,3,-632.265,-11.294,1006.427,-2.661,18.335,-6.847,-1.806,11.455,-2.531,39.0767028,-75.8754803,983.850,-634.360,-18.297,1003.250,17,8.964,-5.071,9.022,-0.560,1.517,-1.251,-2502.000,2249.000,5670.000,-0.244,-0.077,0.776,0.577,893.420,20.456,1048.539,1007.862,894.490,20.840,1038.684,1003.995
832.829,3,-634.908,-6.559,1004.092,-2.104,16.885,-5.445,1.139,5.139,-0.508,39.0766918,-75.8754597,981.402,-635.582,-16.514,1000.802,17,5.667,-6.773,6.019,-0.923,2.241,-0.908,-2371.000,2492.000,5634.000,-0.229,-0.267,0.655,0.668,893.604,20.444,1046.846,1006.169,894.640,20.840,1037.303,1002.614
832.929,3,-636.206,-4.807,1001.831,0.712,9.976,-1.747,3.404,-1.304,3.271,39.0766807,-75.8754400,978.944,-636.814,-14.810,998.344,17,-1.666,-11.737,6.623,-0.675,2.395,-0.518,-2106.000,3166.000,5417.000,-0.320,-0.214,0.597,0.704,893.992,20.443,1043.273,1002.596,895.010,20.850,1033.899,999.210
833.029,3,-636.853,-6.763,1000.620,0.746,0.224,2.101,0.704,-6.022,4.515,39.0766692,-75.8754207,976.529,-638.091,-13.140,995.929,18,-7.772,-11.248,7.420,0.023,1.398,-0.217,-1832.000,3931.000,5068.000,-0.358,-0.167,0.566,0.724,894.308,20.445,1040.356,999.679,895.220,20.840,1031.967,997.278
833.129,3,-638.291,-9.590,998.189,-0.050,-1.916,1.325,-1.830,-8.630,2.783,39.0766582,-75.8754013,974.119,-639.312,-11.461,993.519,18,-10.774,-8.138,7.355,0.415,-0.002,0.081,-1745.000,4405.000,4760.000,-0.343,-0.154,0.572,0.729,894.616,20.462,1037.520,996.843,895.530,20.840,1029.115,994.427
833.229,3,-639.272,-9.989,996.788,-0.541,-3.106,0.662,-0.739,-5.466,-0.211,39.0766473,-75.8753815,971.778,-640.522,-9.748,991.178,18,-8.569,-4.999,4.913,0.428,-1.285,0.092,-1818.000,4543.000,4643.000,-0.379,-0.085,0.625,0.677,894.817,20.447,1035.675,994.998,895.920,20.850,1025.530,990.841
833.329,3,-640.354,-9.914,994.106,-0.949,-3.180,-1.527,-0.243,-1.543,-3.322,39.0766358,-75.8753613,969.489,-641.798,-8.000,988.889,18,-2.959,-3.563,4.805,0.198,-2.043,0.228,-1918.000,4375.000,4875.000,-0.308,-0.143,0.669,0.661,895.283,20.446,1031.389,990.712,896.160,20.850,1023.324,988.635
833.429,3,-641.710,-9.207,991.536,-1.579,-1.347,-2.920,-0.527,2.330,-1.064,39.0766235,-75.8753406,967.203,-643.164,-6.209,986.603,18,3.785,-4.604,6.831,-0.211,-2.084,0.652,-2008.000,3851.000,5101.000,-0.145,-0.281,0.691,0.650,895.426,20.445,1030.068,989.391,896.240,20.850,1022.589,987.900
833.529,3,-643.421,-7.227,989.791,-2.277,2.195,-2.630,-0.529,4.688,0.920,39.0766111,-75.8753195,964.962,-644.541,-4.383,984.362,17,6.924,-6.601,6.773,-0.192,-1.489,1.136,-2083.000,3186.000,5367.000,-0.112,-0.330,0.731,0.587,895.418,20.450,1030.148,989.471,896.220,20.850,1022.773,988.084
833.629,3,-645.412,-3.533,988.329,-2.848,7.291,-1.070,-0.517,7.368,2.838,39.0765986,-75.8752985,962.669,-645.928,-2.566,982.069,18,8.548,-9.812,6.723,-0.247,-0.364,1.743,-2019.000,2712.000,5526.000,-0.134,-0.339,0.777,0.514,895.573,20.459,1028.717,988.040,896.710,20.840,1018.270,983.581
833.729,3,-647.255,1.569,985.739,-2.117,12.428,-1.112,1.032,8.841,1.705,39.0765863,-75.8752783,960.300,-647.294,-0.819,979.700,18,6.077,-11.967,5.631,0.381,0.986,2.180,-2019.000,2758.000,5441.000,-0.198,-0.282,0.827,0.445,895.986,20.457,1024.925,984.248,897.170,20.850,1014.046,979.357
833.829,3,-647.915,7.186,982.529,2.170,16.264,-2.568,5.647,9.010,-0.413,39.0765745,-75.8752590,957.955,-648.604,0.851,977.355,17,0.208,-13.612,4.008,1.758,1.540,2.459,-2196.000,3264.000,5446.000,-0.253,-0.148,0.878,0.377,896.311,20.456,1021.937,981.260,897.380,20.850,1012.117,977.428
833.929,3,-647.402,11.480,979.244,4.657,13.817,-3.822,4.197,2.900,-1.143,39.0765630,-75.8752405,955.668,-649.880,2.452,975.068,17,-4.741,-8.655,1.939,2.876,1.102,2.678,-2816.000,3966.000,5369.000,-0.407,-0.171,0.833,0.334,896.555,20.455,1019.698,979.021,897.460,20.850,1011.383,976.694
834.029,3,-646.436,12.940,975.509,7.316,8.666,-8.546,5.075,-0.158,-6.053,39.0765526,-75.8752227,953.384,-651.035,3.992,972.784,17,-5.229,-3.512,-0.467,3.545,0.200,1.994,-3892.000,4322.000,5179.000,-0.365,0.020,0.875,0.318,896.744,20.460,1017.960,977.283,897.460,20.850,1011.383,976.694
834.129,3,-649.448,8.936,976.123,6.240,6.118,-9.106,3.041,-5.235,-10.156,39.0765428,-75.8752050,951.031,-652.123,5.524,970.431,18,-3.900,1.817,-4.274,3.835,-0.283,2.013,-5035.000,4051.000,4633.000,-0.283,0.215,0.887,0.294,896.773,20.463,1017.690,977.013,897.670,20.840,1009.456,974.767
834.229,3,-650.257,8.853,974.866,5.472,4.352,-9.582,-0.043,-5.737,-3.531,39.0765331,-75.8751868,948.591,-653.200,7.099,967.991,17,-4.403,6.565,-3.139,3.332,-0.797,1.758,-5859.000,3409.000,3915.000,-0.222,0.525,0.789,0.229,896.901,20.462,1016.512,975.835,897.630,20.850,1009.823,975.134
834.329,3,-650.826,9.573,973.245,3.235,3.041,-8.345,-4.422,-3.395,2.017,39.0765234,-75.8751681,946.107,-654.277,8.717,965.507,17,-1.666,12.922,-1.092,2.224,-0.950,1.741,-6187.000,2649.000,2879.000,-0.112,0.615,0.753,0.207,896.990,20.447,1015.696,975.019,898.010,20.860,1006.335,971.646
834.429,3,-651.870,10.634,970.603,0.981,2.644,-6.610,-2.997,-0.743,3.281,39.0765137,-75.8751492,943.576,-655.354,10.352,962.976,17,-1.042,13.389,0.747,0.986,-0.799,1.410,-6183.000,1985.000,2116.000,-0.028,0.649,0.738,0.183,897.389,20.457,1012.031,971.354,898.610,20.840,1000.832,966.143
834.529,3,-653.576,12.000,966.855,-0.584,2.551,-6.599,-0.887,-0.166,0.362,39.0765033,-75.8751303,941.133,-656.508,11.987,960.533,17,-0.294,10.178,0.783,0.175,-0.646,0.880,-6054.000,1556.000,1717.000,0.057,0.662,0.733,0.144,897.912,20.456,1007.237,966.560,898.930,20.850,997.898,963.209
834.629,3,-655.712,13.583,963.731,-1.704,2.351,-5.401,-0.319,-0.361,1.127,39.0764931,-75.8751112,938.748,-657.641,13.640,958.148,18,-0.481,10.882,1.099,-0.503,-0.384,0.288,-5959.000,1302.000,1611.000,0.083,0.650,0.742,0.141,898.151,20.458,1005.037,964.360,899.190,20.850,995.514,960.825
834.729,3,-658.934,14.922,960.335,-7.577,0.431,-1.049,-8.194,-2.912,6.998,39.0764831,-75.8750921,936.317,-658.751,15.293,955.717,18,5.042,18.237,-0.345,-1.432,-0.062,-0.418,-5973.000,1238.000,1703.000,0.061,0.597,0.783,0.164,898.685,20.462,1000.143,959.466,899.570,20.840,992.032,957.343
834.829,3,-663.460,14.863,958.762,-11.862,-5.530,-1.751,-7.637,-8.625,-0.519,39.0764728,-75.8750731,933.940,-659.894,16.937,953.340,18,2.069,14.215,-3.563,-2.866,0.558,-1.229,-6130.000,1311.000,2057.000,-0.021,0.487,0.850,0.202,898.796,20.466,999.129,958.452,900.190,20.850,986.353,951.664
834.929,3,-668.006,12.943,952.297,-14.087,-11.675,-11.506,-6.687,-10.087,-10.299,39.0764628,-75.8750538,931.578,-661.004,18.607,950.978,18,1.968,10.142,-6.321,-3.967,0.567,-1.779,-6221.000,1711.000,2846.000,-0.125,0.315,0.906,0.254,899.491,20.467,992.756,952.079,900.550,20.860,983.057,948.368
835.029,3,-670.668,10.431,945.377,-9.816,-14.842,-15.932,-0.471,-8.417,-8.306,39.0764526,-75.8750344,929.303,-662.137,20.285,948.703,18,-0.848,5.746,-6.292,-4.449,-0.087,-2.011,-5997.000,2490.000,3953.000,-0.310,0.444,0.821,0.181,899.692,20.477,990.912,950.235,900.900,20.850,979.853,945.164
835.129,3,-666.823,16.606,945.950,-7.636,-11.657,-16.257,2.342,1.606,-11.311,39.0764412,-75.8750142,927.035,-663.402,22.033,946.435,13,-0.165,-2.916,-1.336,-4.263,-0.931,-1.971,-5127.000,3145.000,4966.000,-0.345,0.223,0.887,0.211,900.013,20.472,987.973,947.296,900.730,20.840,981.409,946.720
835.229,3,-666.811,18.428,945.273,-5.295,-6.964,-15.811,7.922,14.402,-2.988,39.0764289,-75.8749933,924.837,-664.768,23.841,944.237,16,-2.823,-16.887,4.856,-2.717,-1.730,-1.949,-3822.000,3206.000,5562.000,-0.313,0.050,0.911,0.265,899.875,20.471,989.240,948.563,900.580,20.850,982.782,948.093
835.329,3,-667.726,20.551,943.670,-5.918,1.653,-15.513,-2.997,22.630,-3.751,39.0764167,-75.8749716,922.497,-666.122,25.719,941.897,18,12.448,-17.756,9.359,-0.814,-1.393,-1.302,-2881.000,2618.000,5762.000,-0.262,-0.026,0.912,0.314,899.891,20.473,989.090,948.413,900.790,20.850,980.860,946.171
835.429,3,-669.277,24.764,939.746,-6.036,10.889,-16.151,-1.449,19.766,-5.363,39.0764046,-75.8749512,920.061,-667.466,27.484,939.461,17,10.889,-15.141,8.045,0.462,0.426,-0.464,-2535.000,1933.000,5630.000,-0.273,-0.004,0.899,0.341,900.422,20.468,984.228,943.551,901.320,20.860,976.010,941.321
835.529,3,-670.940,31.318,936.243,-5.303,18.801,-17.329,-0.142,16.443,-9.440,39.0763928,-75.8749312,917.697,-668.776,29.215,937.097,16,8.469,-12.448,6.623,1.308,1.783,0.537,-2635.000,1953.000,5664.000,-0.329,0.092,0.879,0.333,900.541,20.469,983.136,942.459,901.890,20.850,970.797,936.108
835.629,3,-672.145,36.482,930.791,-3.572,10.734,-22.158,1.115,-8.571,-15.999,39.0763819,-75.8749121,915.375,-669.986,30.867,934.775,17,5.078,-8.411,4.058,2.265,2.116,1.477,-3069.000,2676.000,5748.000,-0.413,0.886,0.146,-0.149,901.079,20.467,978.212,937.535,902.260,20.850,967.414,932.726
835.729,3,-672.664,38.021,924.802,-1.665,6.859,-25.616,1.421,-1.121,-15.975,39.0763721,-75.8748939,913.032,-671.074,32.442,932.432,17,-2.543,-2.291,5.437,2.659,1.928,2.075,-3815.000,3460.000,5510.000,-0.349,0.917,-0.027,-0.191,901.433,20.466,974.974,934.297,902.520,20.860,965.038,930.349
835.829,3,-673.062,37.990,920.171,-1.977,2.787,-28.502,-1.153,-2.099,-17.663,39.0763643,-75.8748768,910.570,-671.940,33.922,929.970,17,-4.145,4.791,5.222,2.442,1.583,2.133,-4729.000,3794.000,4955.000,-0.206,0.808,-0.473,-0.285,901.513,20.469,974.248,933.571,902.120,20.850,968.694,934.005
835.929,3,-674.050,36.992,915.083,-2.972,-1.280,-36.628,-1.821,-3.408,-25.286,39.0763563,-75.8748596,908.151,-672.828,35.410,927.551,17,-6.939,12.692,6.723,1.900,0.899,2.114,-5499.000,3621.000,4389.000,-0.125,0.764,-0.583,-0.249,901.587,20.464,973.566,932.889,902.760,20.850,962.845,928.156
836.029,3,-674.722,34.892,908.607,-0.395,-7.263,-40.714,1.996,-6.915,-22.516,39.0763477,-75.8748421,905.741,-673.782,36.924,925.141,17,-7.197,10.157,7.635,0.865,0.273,2.346,-5912.000,2994.000,3788.000,-0.038,0.744,-0.641,-0.184,901.783,20.469,971.778,931.101,902.780,20.860,962.662,927.974
836.129,3,-674.754,36.612,920.624,-0.244,-7.410,-35.673,1.150,-8.944,-17.137,39.0763390,-75.8748245,903.237,-674.748,38.447,922.637,17,-3.785,7.987,7.542,0.381,0.036,2.167,-6130.000,2196.000,3530.000,0.055,0.664,-0.737,-0.114,901.988,20.468,969.905,929.228,903.440,20.850,956.635,921.946
836.229,3,-675.235,37.017,917.807,-0.262,-8.219,-36.608,0.569,-6.912,-13.078,39.0763294,-75.8748063,900.862,-675.814,40.022,920.262,17,-1.408,4.583,5.983,0.490,-0.079,2.356,-6068.000,1299.000,3463.000,0.126,0.635,-0.762,-0.026,902.581,20.484,964.482,923.805,903.690,20.860,954.352,919.663
836.329,3,-675.825,36.897,911.669,0.201,-9.013,-37.986,2.097,-5.639,-12.233,39.0763203,-75.8747883,898.515,-676.824,41.579,917.915,17,-1.659,4.547,4.317,0.788,-0.401,2.252,-5879.000,401.000,3386.000,0.180,0.587,-0.787,0.067,903.012,20.469,960.543,919.866,904.190,20.850,949.789,915.100
836.429,3,-676.168,36.650,903.726,2.315,-8.972,-38.183,5.949,-4.083,-11.803,39.0763120,-75.8747707,896.146,-677.746,43.102,915.546,17,-3.764,6.041,2.320,0.682,-1.185,2.171,-5555.000,-395.000,3029.000,0.198,0.532,-0.803,0.180,903.560,20.484,955.539,914.862,904.820,20.860,944.042,909.353
836.529,3,-676.141,36.766,895.651,3.528,-8.877,-37.272,4.031,-5.353,-14.292,39.0763043,-75.8747534,893.766,-678.601,44.599,913.166,17,0.948,8.002,0.244,0.539,-1.792,1.832,-5153.000,-947.000,2509.000,0.157,0.348,-0.881,0.279,904.153,20.482,950.127,909.450,905.460,20.850,938.207,903.518
836.629,3,-676.489,37.118,889.211,2.115,-11.060,-29.998,-0.057,-10.301,-6.016,39.0762973,-75.8747357,891.286,-679.378,46.130,910.686,16,7.578,7.585,2.356,-0.102,-1.472,1.206,-4704.000,-1196.000,1956.000,-0.043,-0.056,-0.925,0.374,904.810,20.482,944.137,903.460,905.630,20.860,936.658,901.969
836.729,3,-677.743,37.101,888.742,-0.015,-14.335,-20.585,-1.184,-12.443,-4.751,39.0762912,-75.8747178,888.746,-680.055,47.679,908.146,17,10.760,7.578,2.938,-0.524,-0.729,0.654,-4377.000,-1255.000,1615.000,-0.088,-0.044,-0.911,0.400,904.786,20.476,944.352,903.675,905.670,20.850,936.294,901.605
836.829,3,-679.666,36.746,890.384,-1.997,-16.436,-14.130,-1.630,-11.193,-4.985,39.0762848,-75.8746995,886.200,-680.765,49.263,905.600,18,9.754,6.680,3.383,-0.746,0.055,-0.513,-4346.000,-1184.000,1500.000,-0.099,-0.011,-0.922,0.374,904.920,20.470,943.129,902.452,905.930,20.850,933.925,899.236
836.929,3,-682.357,36.295,891.090,-5.804,-18.105,-12.441,-4.632,-10.713,-6.758,39.0762783,-75.8746813,883.736,-681.487,50.837,903.136,17,10.458,5.516,2.392,-0.989,0.682,-1.236,-4578.000,-1122.000,1612.000,-0.085,0.041,-0.946,0.311,905.154,20.479,941.001,900.324,906.270,20.870,930.827,896.139
837.029,3,-685.447,36.876,889.561,-7.358,-14.874,-10.324,-3.277,-5.277,-3.611,39.0762720,-75.8746631,881.255,-682.186,52.412,900.655,18,7.327,4.626,1.393,-1.123,1.238,-1.941,-4996.000,-968.000,2035.000,-0.284,-0.149,-0.933,0.164,905.580,20.475,937.113,896.436,906.460,20.870,929.097,894.408
837.129,3,-684.343,46.327,892.806,-7.098,-11.144,-9.247,-3.943,-3.677,-6.608,39.0762652,-75.8746449,878.912,-682.941,53.987,898.312,18,5.035,3.721,0.345,-1.035,1.378,-2.471,-5449.000,-537.000,2541.000,-0.207,-0.123,-0.970,0.044,905.727,20.471,935.772,895.095,906.660,20.860,927.277,892.588
837.229,3,-685.015,48.746,893.189,-7.322,-10.871,-9.976,-2.487,-6.420,-7.439,39.0762586,-75.8746273,876.369,-683.674,55.510,895.769,17,1.429,7.111,0.639,-1.278,1.234,-3.000,-5929.000,311.000,3095.000,-0.130,-0.088,-0.982,-0.106,905.625,20.482,936.706,896.029,906.320,20.860,930.372,895.683
837.329,3,-686.221,49.499,891.637,-6.253,-11.145,-9.947,2.031,-6.028,-2.176,39.0762516,-75.8746096,873.781,-684.451,57.041,893.181,17,-7.054,6.673,2.112,-1.900,0.950,-2.915,-6080.000,1507.000,3649.000,0.131,-0.301,-0.908,-0.259,905.854,20.478,934.620,893.943,906.590,20.860,927.913,893.224
837.429,3,-686.898,49.553,889.723,-1.171,-12.135,-8.659,10.784,-8.151,0.198,39.0762443,-75.8745919,871.248,-685.262,58.573,890.648,17,-16.499,0.567,3.218,-1.971,-0.473,-2.075,-5898.000,2670.000,4147.000,0.164,-0.190,-0.905,-0.344,906.015,20.482,933.155,892.478,906.560,20.870,928.187,893.498
837.529,3,-686.550,50.086,887.495,1.344,-9.235,-7.457,4.409,-1.594,-0.470,39.0762371,-75.8745742,868.764,-686.061,60.104,888.164,17,-8.440,-3.275,5.222,-0.586,-2.774,-1.157,-5514.000,3071.000,4677.000,0.286,-0.084,-0.857,-0.420,906.302,20.477,930.534,889.857,907.180,20.850,922.543,887.854
837.629,3,-686.453,53.103,883.155,-0.187,-1.291,-9.641,-2.160,6.104,-4.713,39.0762303,-75.8745556,866.303,-686.816,61.714,885.703,16,5.991,-2.018,5.287,0.733,-3.062,-0.859,-5349.000,2648.000,4880.000,0.057,0.037,-0.872,-0.484,906.928,20.476,924.837,884.160,908.230,20.860,912.993,878.304
837.729,3,-688.736,59.512,878.219,-8.972,9.496,-7.391,-12.959,11.855,1.837,39.0762239,-75.8745358,863.775,-687.526,63.427,883.175,16,17.160,6.141,10.580,1.031,-1.272,-1.008,-5484.000,2179.000,4772.000,-0.025,0.025,-0.850,-0.526,907.465,20.473,919.953,879.276,908.360,20.860,911.811,877.122
837.829,3,-693.761,67.414,875.992,-16.568,14.980,-6.247,-13.047,8.182,-1.350,39.0762183,-75.8745159,861.153,-688.148,65.149,880.553,17,11.327,10.099,8.856,0.070,1.010,-1.707,-5643.000,2366.000,4498.000,0.014,-0.006,-0.802,-0.597,907.542,20.481,919.248,878.571,908.470,20.850,910.811,876.122
837.929,3,-698.560,73.537,873.289,-16.517,13.850,-5.465,-5.988,2.940,-0.957,39.0762133,-75.8744973,858.400,-688.703,66.758,877.800,17,3.139,6.917,8.074,-1.195,2.120,-2.152,-5513.000,3264.000,4560.000,-0.033,-0.069,-0.738,-0.670,907.910,20.482,915.904,875.226,908.520,20.850,910.356,875.667
838.029,3,-699.926,75.642,874.375,-9.511,6.632,-2.093,1.041,-2.970,0.508,39.0762081,-75.8744809,855.670,-689.280,68.177,875.070,15,-7.183,-2.607,7.614,-1.449,1.477,-1.924,-4999.000,4338.000,4556.000,0.210,-0.125,-0.654,-0.716,907.634,20.465,918.410,877.733,908.330,20.850,912.083,877.394
838.129,3,-694.403,72.300,874.507,-6.471,4.200,-1.179,4.369,-7.022,5.950,39.0762026,-75.8744654,853.041,-689.891,69.518,872.441,17,-11.478,-9.481,9.754,-0.160,0.268,-2.016,-4415.000,5019.000,4387.000,0.236,-0.107,-0.577,-0.774,907.970,20.474,915.358,874.681,908.970,20.850,906.267,871.578
838.229,3,-693.520,72.174,873.102,-5.361,2.869,-1.177,1.398,-4.369,1.877,39.0761975,-75.8744495,850.409,-690.457,70.894,869.809,17,-7.204,-5.595,8.627,1.168,-0.211,-1.864,-4011.000,5294.000,4378.000,0.193,-0.110,-0.498,-0.838,908.281,20.467,912.531,871.854,909.100,20.850,905.086,870.397
